DATE,PITGND01JPM661N
1993-09-01,94.7683569979716
1993-10-01,94.8623732251522
1993-11-01,94.7683569979716
1993-12-01,95.0504056795132
1994-01-01,94.8623732251522
1994-02-01,94.9563894523327
1994-03-01,94.8623732251522
1994-04-01,94.5803245436106
1994-05-01,94.6743407707911
1994-06-01,94.6743407707911
1994-07-01,94.3922920892495
1994-08-01,94.48630831643
1994-09-01,94.3922920892495
1994-10-01,93.8281947261663
1994-11-01,93.5461460446248
1994-12-01,93.8281947261663
1995-01-01,93.8281947261663
1995-02-01,93.7341784989858
1995-03-01,93.3581135902637
1995-04-01,92.9820486815416
1995-05-01,92.7940162271805
1995-06-01,92.7
1995-07-01,92.7
1995-08-01,92.9820486815416
1995-09-01,93.4521298174442
1995-10-01,93.3581135902637
1995-11-01,93.5461460446248
1995-12-01,93.7341784989858
1996-01-01,93.6401622718053
1996-02-01,93.8281947261663
1996-03-01,93.6401622718053
1996-04-01,93.3581135902637
1996-05-01,93.3581135902637
1996-06-01,93.4521298174442
1996-07-01,93.5461460446248
1996-08-01,93.3581135902637
1996-09-01,93.6401622718053
1996-10-01,93.8281947261663
1996-11-01,94.0162271805274
1996-12-01,94.3922920892495
1997-01-01,94.1102434077079
1997-02-01,94.6743407707911
1997-03-01,94.48630831643
1997-04-01,94.5803245436106
1997-05-01,94.1102434077079
1997-06-01,93.6401622718053
1997-07-01,93.5461460446248
1997-08-01,93.4521298174442
1997-09-01,93.7341784989858
1997-10-01,93.4521298174442
1997-11-01,93.5461460446248
1997-12-01,94.1102434077079
1998-01-01,93.7341784989858
1998-02-01,93.5461460446248
1998-03-01,93.2640973630832
1998-04-01,93.2640973630832
1998-05-01,93.5461460446248
1998-06-01,94.0162271805274
1998-07-01,94.1102434077079
1998-08-01,94.298275862069
1998-09-01,94.2042596348884
1998-10-01,93.6401622718053
1998-11-01,93.5461460446248
1998-12-01,93.8281947261663
1999-01-01,93.2640973630832
1999-02-01,93.3581135902637
1999-03-01,93.4521298174442
1999-04-01,93.4521298174442
1999-05-01,93.5461460446248
1999-06-01,93.4521298174442
1999-07-01,93.4521298174442
1999-08-01,93.4521298174442
1999-09-01,93.1700811359026
1999-10-01,92.888032454361
1999-11-01,92.7940162271805
1999-12-01,92.7940162271805
2000-01-01,92.7
2000-02-01,93.1
2000-03-01,93.0
2000-04-01,92.5
2000-05-01,92.5
2000-06-01,92.5
2000-07-01,92.5
2000-08-01,92.6
2000-09-01,92.4
2000-10-01,92.5
2000-11-01,92.5
2000-12-01,92.8
2001-01-01,92.7
2001-02-01,92.8
2001-03-01,93.0
2001-04-01,93.0
2001-05-01,92.9
2001-06-01,92.8
2001-07-01,93.0
2001-08-01,92.9
2001-09-01,92.6
2001-10-01,92.6
2001-11-01,92.6
2001-12-01,92.7
2002-01-01,92.7
2002-02-01,92.9
2002-03-01,92.6
2002-04-01,92.6
2002-05-01,92.5
2002-06-01,92.1
2002-07-01,91.7
2002-08-01,91.8
2002-09-01,92.1
2002-10-01,92.3
2002-11-01,92.5
2002-12-01,92.4
2003-01-01,91.8
2003-02-01,92.3
2003-03-01,92.3
2003-04-01,92.2
2003-05-01,91.9
2003-06-01,91.8
2003-07-01,92.3
2003-08-01,92.3
2003-09-01,92.4
2003-10-01,92.5
2003-11-01,92.5
2003-12-01,92.8
2004-01-01,92.8
2004-02-01,92.7
2004-03-01,92.5
2004-04-01,92.3
2004-05-01,92.6
2004-06-01,92.7
2004-07-01,92.6
2004-08-01,92.6
2004-09-01,92.9
2004-10-01,92.7
2004-11-01,92.6
2004-12-01,92.5
2005-01-01,92.1
2005-02-01,92.5
2005-03-01,92.7
2005-04-01,93.3
2005-05-01,93.1
2005-06-01,93.0
2005-07-01,93.4
2005-08-01,93.5
2005-09-01,93.9
2005-10-01,94.1
2005-11-01,94.3
2005-12-01,94.7
2006-01-01,94.1
2006-02-01,94.7
2006-03-01,94.3
2006-04-01,94.0
2006-05-01,93.5
2006-06-01,93.8
2006-07-01,94.2
2006-08-01,94.7
2006-09-01,95.0
2006-10-01,94.8
2006-11-01,94.4
2006-12-01,94.7
2007-01-01,94.6
2007-02-01,94.7
2007-03-01,94.5
2007-04-01,95.0
2007-05-01,95.7
2007-06-01,96.0
2007-07-01,96.1
2007-08-01,95.8
2007-09-01,95.7
2007-10-01,96.5
2007-11-01,96.7
2007-12-01,97.6
2008-01-01,97.1
2008-02-01,97.5
2008-03-01,97.5
2008-04-01,96.4
2008-05-01,98.7
2008-06-01,100.0
2008-07-01,101.0
2008-08-01,101.2
2008-09-01,100.5
2008-10-01,98.4
2008-11-01,95.7
2008-12-01,94.1
2009-01-01,93.1
2009-02-01,93.4
2009-03-01,93.8
2009-04-01,94.1
2009-05-01,94.1
2009-06-01,94.1
2009-07-01,94.1
2009-08-01,94.1
2009-09-01,94.1
2009-10-01,94.0
2009-11-01,93.9
2009-12-01,94.1
2010-01-01,94.2
2010-02-01,94.4
2010-03-01,94.4
2010-04-01,94.3
2010-05-01,94.1
2010-06-01,93.8
2010-07-01,93.3
2010-08-01,93.0
2010-09-01,93.0
2010-10-01,94.2
2010-11-01,94.5
2010-12-01,95.0
2011-01-01,95.2
2011-02-01,95.5
2011-03-01,96.2
2011-04-01,96.9
