DATE,PITGVG01JPM661N
1988-12-01,140.334905660377
1989-01-01,140.533962264151
1989-02-01,140.533962264151
1989-03-01,140.633490566038
1989-04-01,140.733018867925
1989-05-01,140.832547169811
1989-06-01,140.932075471698
1989-07-01,141.031603773585
1989-08-01,141.031603773585
1989-09-01,141.330188679245
1989-10-01,141.429716981132
1989-11-01,141.429716981132
1989-12-01,141.529245283019
1990-01-01,142.026886792453
1990-02-01,142.12641509434
1990-03-01,142.225943396226
1990-04-01,142.624056603774
1990-05-01,142.624056603774
1990-06-01,142.624056603774
1990-07-01,142.624056603774
1990-08-01,142.72358490566
1990-09-01,142.425
1990-10-01,142.225943396226
1990-11-01,142.026886792453
1990-12-01,142.12641509434
1991-01-01,142.12641509434
1991-02-01,142.026886792453
1991-03-01,142.026886792453
1991-04-01,142.12641509434
1991-05-01,142.12641509434
1991-06-01,142.12641509434
1991-07-01,142.026886792453
1991-08-01,142.12641509434
1991-09-01,142.026886792453
1991-10-01,141.728301886792
1991-11-01,142.026886792453
1991-12-01,142.026886792453
1992-01-01,142.026886792453
1992-02-01,141.728301886792
1992-03-01,142.026886792453
1992-04-01,142.12641509434
1992-05-01,142.12641509434
1992-06-01,142.026886792453
1992-07-01,142.026886792453
1992-08-01,142.12641509434
1992-09-01,142.026886792453
1992-10-01,141.529245283019
1992-11-01,141.429716981132
1992-12-01,141.330188679245
1993-01-01,141.330188679245
1993-02-01,141.330188679245
1993-03-01,141.031603773585
1993-04-01,140.832547169811
1993-05-01,140.733018867925
1993-06-01,140.533962264151
1993-07-01,140.334905660377
1993-08-01,140.036320754717
1993-09-01,140.036320754717
1993-10-01,139.63820754717
1993-11-01,139.538679245283
1993-12-01,139.439150943396
1994-01-01,139.439150943396
1994-02-01,139.339622641509
1994-03-01,139.240094339623
1994-04-01,138.941509433962
1994-05-01,138.642924528302
1994-06-01,138.443867924528
1994-07-01,137.946226415094
1994-08-01,137.747169811321
1994-09-01,137.44858490566
1994-10-01,137.050471698113
1994-11-01,136.85141509434
1994-12-01,136.85141509434
1995-01-01,138.045754716981
1995-02-01,137.647641509434
1995-03-01,136.353773584906
1995-04-01,135.557547169811
1995-05-01,135.358490566038
1995-06-01,135.258962264151
1995-07-01,135.258962264151
1995-08-01,135.159433962264
1995-09-01,135.159433962264
1995-10-01,135.059905660377
1995-11-01,134.66179245283
1995-12-01,134.562264150943
1996-01-01,134.66179245283
1996-02-01,134.164150943396
1996-03-01,133.666509433962
1996-04-01,133.566981132075
1996-05-01,133.069339622641
1996-06-01,133.069339622641
1996-07-01,132.671226415094
1996-08-01,132.372641509434
1996-09-01,132.17358490566
1996-10-01,132.074056603774
1996-11-01,131.875
1996-12-01,132.074056603774
1997-01-01,132.17358490566
1997-02-01,132.17358490566
1997-03-01,132.074056603774
1997-04-01,131.875
1997-05-01,131.476886792453
1997-06-01,130.979245283019
1997-07-01,130.879716981132
1997-08-01,130.780188679245
1997-09-01,130.879716981132
1997-10-01,130.780188679245
1997-11-01,130.879716981132
1997-12-01,130.780188679245
1998-01-01,130.680660377358
1998-02-01,130.382075471698
1998-03-01,130.382075471698
1998-04-01,130.183018867925
1998-05-01,130.382075471698
1998-06-01,130.382075471698
1998-07-01,130.382075471698
1998-08-01,130.183018867925
1998-09-01,129.685377358491
1998-10-01,128.690094339623
1998-11-01,128.192452830189
1998-12-01,127.993396226415
1999-01-01,127.495754716981
1999-02-01,127.495754716981
1999-03-01,127.296698113208
1999-04-01,127.197169811321
1999-05-01,127.097641509434
1999-06-01,126.799056603774
1999-07-01,126.699528301887
1999-08-01,126.400943396226
1999-09-01,125.803773584906
1999-10-01,125.604716981132
1999-11-01,125.306132075472
1999-12-01,125.107075471698
2000-01-01,126.6
2000-02-01,126.6
2000-03-01,125.8
2000-04-01,125.2
2000-05-01,124.7
2000-06-01,124.3
2000-07-01,123.8
2000-08-01,123.2
2000-09-01,122.2
2000-10-01,121.7
2000-11-01,121.2
2000-12-01,120.8
2001-01-01,120.3
2001-02-01,120.1
2001-03-01,120.3
2001-04-01,119.8
2001-05-01,119.1
2001-06-01,118.5
2001-07-01,118.0
2001-08-01,117.4
2001-09-01,117.0
2001-10-01,116.6
2001-11-01,116.1
2001-12-01,116.4
2002-01-01,116.4
2002-02-01,116.2
2002-03-01,115.9
2002-04-01,115.5
2002-05-01,115.0
2002-06-01,114.4
2002-07-01,113.8
2002-08-01,113.4
2002-09-01,113.1
2002-10-01,112.6
2002-11-01,112.3
2002-12-01,112.0
2003-01-01,111.7
2003-02-01,111.4
2003-03-01,111.0
2003-04-01,110.5
2003-05-01,110.2
2003-06-01,109.7
2003-07-01,109.7
2003-08-01,109.6
2003-09-01,109.2
2003-10-01,108.7
2003-11-01,108.5
2003-12-01,108.3
2004-01-01,108.2
2004-02-01,107.9
2004-03-01,107.9
2004-04-01,107.5
2004-05-01,107.7
2004-06-01,107.4
2004-07-01,107.3
2004-08-01,107.1
2004-09-01,106.9
2004-10-01,106.8
2004-11-01,106.1
2004-12-01,105.9
2005-01-01,106.0
2005-02-01,105.8
2005-03-01,105.9
2005-04-01,106.0
2005-05-01,105.4
2005-06-01,105.2
2005-07-01,105.3
2005-08-01,105.1
2005-09-01,105.0
2005-10-01,105.1
2005-11-01,105.0
2005-12-01,105.0
2006-01-01,104.8
2006-02-01,105.0
2006-03-01,105.0
2006-04-01,105.1
2006-05-01,104.7
2006-06-01,104.7
2006-07-01,104.7
